home_idx,away_idx,margin,home_team,away_team,home_pr,away_pr,home_off,home_def,away_off,away_def
23,5,-14.0,PHX,CLE,0.0602335274538521,0.0500866440470742,1.034706,0.972419,0.972418,0.953531
12,0,-4.0,LAC,ATL,0.0347824704668889,0.0543994736103703,0.978238,0.977603,1.032039,1.019011
11,3,5.0,IND,CHA,0.0210597726835284,0.0246902228698749,1.010643,1.039967,1.045667,1.04167
14,28,5.0,MEM,UTA,0.0598898243501919,0.0537611219294618,1.04365,0.994827,1.025165,0.973709
27,24,12.0,TOR,POR,0.0402042952349722,0.0137597696546373,0.989893,0.969089,0.960516,1.037311
10,17,-8.0,HOU,MIN,0.0063633062928196,0.0464363618485504,0.992851,1.06718,1.049302,1.026474
19,16,-4.0,NYK,MIL,0.0291673104305282,0.0280730979756421,0.961948,0.961574,1.046029,1.016851
14,26,8.0,MEM,SAS,0.0598898243501919,0.0261337119399451,1.04365,0.994827,1.022324,1.022463
7,13,13.0,DEN,LAL,0.0345402587126149,0.0137511796875004,1.017956,0.998491,1.013651,1.040915
29,18,-20.0,WAS,NOP,0.0184133026207388,0.0208227100466635,0.983764,1.013005,0.986774,0.99425
2,4,8.0,BOS,CHI,0.0772253049343108,0.0255075170500835,1.008049,0.944763,1.011078,1.014173
25,21,25.0,SAC,ORL,0.0125988940675179,0.0089507342892975,0.998358,1.046842,0.942972,1.01223
24,21,-3.0,POR,ORL,0.0137597696546373,0.0089507342892975,0.960516,1.037311,0.942972,1.01223
9,23,-12.0,GSW,PHX,0.0711095215138326,0.0602335274538521,1.001005,0.950809,1.034706,0.972419
12,6,12.0,LAC,DAL,0.0347824704668889,0.0400431558863304,0.978238,0.977603,0.973076,0.945594
22,8,30.0,PHI,DET,0.035428294317116,0.012590743809682,0.994641,0.971781,0.949618,1.015795
28,5,2.0,UTA,CLE,0.0537611219294618,0.0500866440470742,1.025165,0.973709,0.972418,0.953531
27,3,12.0,TOR,CHA,0.0402042952349722,0.0246902228698749,0.989893,0.969089,1.045667,1.04167
15,20,1.0,MIA,OKC,0.0457870794643961,0.0096898554654642,0.992439,0.954699,0.936351,1.006328
25,10,20.0,SAC,HOU,0.0125988940675179,0.0063633062928196,0.998358,1.046842,0.992851,1.06718
7,23,29.0,DEN,PHX,0.0345402587126149,0.0602335274538521,1.017956,0.998491,1.034706,0.972419
14,26,6.0,MEM,SAS,0.0598898243501919,0.0261337119399451,1.04365,0.994827,1.022324,1.022463
0,16,-9.0,ATL,MIL,0.0543994736103703,0.0280730979756421,1.032039,1.019011,1.046029,1.016851
19,11,6.0,NYK,IND,0.0291673104305282,0.0210597726835284,0.961948,0.961574,1.010643,1.039967
2,18,11.0,BOS,NOP,0.0772253049343108,0.0208227100466635,1.008049,0.944763,0.986774,0.99425
29,4,3.0,WAS,CHI,0.0184133026207388,0.0255075170500835,0.983764,1.013005,1.011078,1.014173
8,17,17.0,DET,MIN,0.012590743809682,0.0464363618485504,0.949618,1.015795,1.049302,1.026474
15,16,6.0,MIA,MIL,0.0457870794643961,0.0280730979756421,0.992439,0.954699,1.046029,1.016851
1,2,-11.0,BKN,BOS,0.0245005373461128,0.0772253049343108,1.024876,1.016646,1.008049,0.944763
27,3,10.0,TOR,CHA,0.0402042952349722,0.0246902228698749,0.989893,0.969089,1.045667,1.04167
24,5,-6.0,POR,CLE,0.0137597696546373,0.0500866440470742,0.960516,1.037311,0.972418,0.953531
13,6,-4.0,LAL,DAL,0.0137511796875004,0.0400431558863304,1.013651,1.040915,0.973076,0.945594
22,20,-19.0,PHI,OKC,0.035428294317116,0.0096898554654642,0.994641,0.971781,0.936351,1.006328
8,18,-6.0,DET,NOP,0.012590743809682,0.0208227100466635,0.949618,1.015795,0.986774,0.99425
29,19,-4.0,WAS,NYK,0.0184133026207388,0.0291673104305282,0.983764,1.013005,0.961948,0.961574
11,0,-2.0,IND,ATL,0.0210597726835284,0.0543994736103703,1.010643,1.039967,1.032039,1.019011
26,9,-30.0,SAS,GSW,0.0261337119399451,0.0711095215138326,1.022324,1.022463,1.001005,0.950809
17,23,5.0,MIN,PHX,0.0464363618485504,0.0602335274538521,1.049302,1.026474,1.034706,0.972419
4,20,-14.0,CHI,OKC,0.0255075170500835,0.0096898554654642,1.011078,1.014173,0.936351,1.006328
28,21,4.0,UTA,ORL,0.0537611219294618,0.0089507342892975,1.025165,0.973709,0.942972,1.01223
12,7,-12.0,LAC,DEN,0.0347824704668889,0.0345402587126149,0.978238,0.977603,1.017956,0.998491
25,10,25.0,SAC,HOU,0.0125988940675179,0.0063633062928196,0.998358,1.046842,0.992851,1.06718
3,2,-16.0,CHA,BOS,0.0246902228698749,0.0772253049343108,1.045667,1.04167,1.008049,0.944763
15,16,16.0,MIA,MIL,0.0457870794643961,0.0280730979756421,0.992439,0.954699,1.046029,1.016851
27,0,-11.0,TOR,ATL,0.0402042952349722,0.0543994736103703,0.989893,0.969089,1.032039,1.019011
11,14,-18.0,IND,MEM,0.0210597726835284,0.0598898243501919,1.010643,1.039967,1.04365,0.994827
24,6,17.0,POR,DAL,0.0137597696546373,0.0400431558863304,0.960516,1.037311,0.973076,0.945594
17,5,8.0,MIN,CLE,0.0464363618485504,0.0500866440470742,1.049302,1.026474,0.972418,0.953531
28,22,-1.0,UTA,PHI,0.0537611219294618,0.035428294317116,1.025165,0.973709,0.994641,0.971781
4,9,14.0,CHI,GSW,0.0255075170500835,0.0711095215138326,1.011078,1.014173,1.001005,0.950809
13,22,-1.0,LAL,PHI,0.0137511796875004,0.035428294317116,1.013651,1.040915,0.994641,0.971781
1,20,-10.0,BKN,OKC,0.0245005373461128,0.0096898554654642,1.024876,1.016646,0.936351,1.006328
24,6,17.0,POR,DAL,0.0137597696546373,0.0400431558863304,0.960516,1.037311,0.973076,0.945594
12,10,21.0,LAC,HOU,0.0347824704668889,0.0063633062928196,0.978238,0.977603,0.992851,1.06718
7,21,3.0,DEN,ORL,0.0345402587126149,0.0089507342892975,1.017956,0.998491,0.942972,1.01223
26,25,-13.0,SAS,SAC,0.0261337119399451,0.0125988940675179,1.022324,1.022463,0.998358,1.046842
8,19,-13.0,DET,NYK,0.012590743809682,0.0291673104305282,0.949618,1.015795,0.961948,0.961574
17,28,-1.0,MIN,UTA,0.0464363618485504,0.0537611219294618,1.049302,1.026474,1.025165,0.973709
19,27,-2.0,NYK,TOR,0.0291673104305282,0.0402042952349722,0.961948,0.961574,0.989893,0.969089
13,10,8.0,LAL,HOU,0.0137511796875004,0.0063633062928196,1.013651,1.040915,0.992851,1.06718
0,15,8.0,ATL,MIA,0.0543994736103703,0.0457870794643961,1.032039,1.019011,0.992439,0.954699
5,18,10.0,CLE,NOP,0.0500866440470742,0.0208227100466635,0.972418,0.953531,0.986774,0.99425
14,23,30.0,MEM,PHX,0.0598898243501919,0.0602335274538521,1.04365,0.994827,1.034706,0.972419
16,11,13.0,MIL,IND,0.0280730979756421,0.0210597726835284,1.046029,1.016851,1.010643,1.039967
29,9,-9.0,WAS,GSW,0.0184133026207388,0.0711095215138326,0.983764,1.013005,1.001005,0.950809
3,2,-12.0,CHA,BOS,0.0246902228698749,0.0772253049343108,1.045667,1.04167,1.008049,0.944763
16,27,8.0,MIL,TOR,0.0280730979756421,0.0402042952349722,1.046029,1.016851,0.989893,0.969089
26,1,8.0,SAS,BKN,0.0261337119399451,0.0245005373461128,1.022324,1.022463,1.024876,1.016646
7,24,9.0,DEN,POR,0.0345402587126149,0.0137597696546373,1.017956,0.998491,0.960516,1.037311
12,22,-10.0,LAC,PHI,0.0347824704668889,0.035428294317116,0.978238,0.977603,0.994641,0.971781
14,5,1.0,MEM,CLE,0.0598898243501919,0.0500866440470742,1.04365,0.994827,0.972418,0.953531
19,29,-11.0,NYK,WAS,0.0291673104305282,0.0184133026207388,0.961948,0.961574,0.983764,1.013005
6,0,-8.0,DAL,ATL,0.0400431558863304,0.0543994736103703,0.973076,0.945594,1.032039,1.019011
13,25,-5.0,LAL,SAC,0.0137511796875004,0.0125988940675179,1.013651,1.040915,0.998358,1.046842
7,17,4.0,DEN,MIN,0.0345402587126149,0.0464363618485504,1.017956,0.998491,1.049302,1.026474
10,3,-5.0,HOU,CHA,0.0063633062928196,0.0246902228698749,0.992851,1.06718,1.045667,1.04167
18,15,-26.0,NOP,MIA,0.0208227100466635,0.0457870794643961,0.986774,0.99425,0.992439,0.954699
20,11,20.0,OKC,IND,0.0096898554654642,0.0210597726835284,0.936351,1.006328,1.010643,1.039967
28,12,23.0,UTA,LAC,0.0537611219294618,0.0347824704668889,1.025165,0.973709,0.978238,0.977603
2,9,3.0,BOS,GSW,0.0772253049343108,0.0711095215138326,1.008049,0.944763,1.001005,0.950809
17,27,2.0,MIN,TOR,0.0464363618485504,0.0402042952349722,1.049302,1.026474,0.989893,0.969089
24,22,-10.0,POR,PHI,0.0137597696546373,0.035428294317116,0.960516,1.037311,0.994641,0.971781
23,1,5.0,PHX,BKN,0.0602335274538521,0.0245005373461128,1.034706,0.972419,1.024876,1.016646
8,4,-18.0,DET,CHI,0.012590743809682,0.0255075170500835,0.949618,1.015795,1.011078,1.014173
5,9,-6.0,CLE,GSW,0.0500866440470742,0.0711095215138326,0.972418,0.953531,1.001005,0.950809
25,20,5.0,SAC,OKC,0.0125988940675179,0.0096898554654642,0.998358,1.046842,0.936351,1.006328
13,14,1.0,LAL,MEM,0.0137511796875004,0.0598898243501919,1.013651,1.040915,1.04365,0.994827
7,11,23.0,DEN,IND,0.0345402587126149,0.0210597726835284,1.017956,0.998491,1.010643,1.039967
28,1,-11.0,UTA,BKN,0.0537611219294618,0.0245005373461128,1.025165,0.973709,1.024876,1.016646
6,15,25.0,DAL,MIA,0.0400431558863304,0.0457870794643961,0.973076,0.945594,0.992439,0.954699
26,12,-5.0,SAS,LAC,0.0261337119399451,0.0347824704668889,1.022324,1.022463,0.978238,0.977603
0,19,15.0,ATL,NYK,0.0543994736103703,0.0291673104305282,1.032039,1.019011,0.961948,0.961574
21,18,13.0,ORL,NOP,0.0089507342892975,0.0208227100466635,0.942972,1.01223,0.986774,0.99425
0,3,-4.0,ATL,CHA,0.0543994736103703,0.0246902228698749,1.032039,1.019011,1.045667,1.04167
27,2,-2.0,TOR,BOS,0.0402042952349722,0.0772253049343108,0.989893,0.969089,1.008049,0.944763
25,22,-2.0,SAC,PHI,0.0125988940675179,0.035428294317116,0.998358,1.046842,0.994641,0.971781
23,11,5.0,PHX,IND,0.0602335274538521,0.0210597726835284,1.034706,0.972419,1.010643,1.039967
17,10,9.0,MIN,HOU,0.0464363618485504,0.0063633062928196,1.049302,1.026474,0.992851,1.06718
5,16,12.0,CLE,MIL,0.0500866440470742,0.0280730979756421,0.972418,0.953531,1.046029,1.016851
29,21,20.0,WAS,ORL,0.0184133026207388,0.0089507342892975,0.983764,1.013005,0.942972,1.01223
27,19,9.0,TOR,NYK,0.0402042952349722,0.0291673104305282,0.989893,0.969089,0.961948,0.961574
6,12,-14.0,DAL,LAC,0.0400431558863304,0.0347824704668889,0.973076,0.945594,0.978238,0.977603
7,20,-2.0,DEN,OKC,0.0345402587126149,0.0096898554654642,1.017956,0.998491,0.936351,1.006328
9,1,-4.0,GSW,BKN,0.0711095215138326,0.0245005373461128,1.001005,0.950809,1.024876,1.016646
24,13,-9.0,POR,LAL,0.0137597696546373,0.0137511796875004,0.960516,1.037311,1.013651,1.040915
15,18,4.0,MIA,NOP,0.0457870794643961,0.0208227100466635,0.992439,0.954699,0.986774,0.99425
23,14,2.0,PHX,MEM,0.0602335274538521,0.0598898243501919,1.034706,0.972419,1.04365,0.994827
8,16,-20.0,DET,MIL,0.012590743809682,0.0280730979756421,0.949618,1.015795,1.046029,1.016851
25,14,30.0,SAC,MEM,0.0125988940675179,0.0598898243501919,0.998358,1.046842,1.04365,0.994827
21,2,15.0,ORL,BOS,0.0089507342892975,0.0772253049343108,0.942972,1.01223,1.008049,0.944763
24,26,20.0,POR,SAS,0.0137597696546373,0.0261337119399451,0.960516,1.037311,1.022324,1.022463
10,17,5.0,HOU,MIN,0.0063633062928196,0.0464363618485504,0.992851,1.06718,1.049302,1.026474
28,3,18.0,UTA,CHA,0.0537611219294618,0.0246902228698749,1.025165,0.973709,1.045667,1.04167
4,0,11.0,CHI,ATL,0.0255075170500835,0.0543994736103703,1.011078,1.014173,1.032039,1.019011
11,4,6.0,IND,CHI,0.0210597726835284,0.0255075170500835,1.010643,1.039967,1.011078,1.014173
23,3,30.0,PHX,CHA,0.0602335274538521,0.0246902228698749,1.034706,0.972419,1.045667,1.04167
13,12,-18.0,LAL,LAC,0.0137511796875004,0.0347824704668889,1.013651,1.040915,0.978238,0.977603
19,5,2.0,NYK,CLE,0.0291673104305282,0.0500866440470742,0.961948,0.961574,0.972418,0.953531
18,7,-1.0,NOP,DEN,0.0208227100466635,0.0345402587126149,0.986774,0.99425,1.017956,0.998491
6,29,-1.0,DAL,WAS,0.0400431558863304,0.0184133026207388,0.973076,0.945594,0.983764,1.013005
15,2,3.0,MIA,BOS,0.0457870794643961,0.0772253049343108,0.992439,0.954699,1.008049,0.944763
22,1,4.0,PHI,BKN,0.035428294317116,0.0245005373461128,0.994641,0.971781,1.024876,1.016646
20,0,-5.0,OKC,ATL,0.0096898554654642,0.0543994736103703,0.936351,1.006328,1.032039,1.019011
21,11,6.0,ORL,IND,0.0089507342892975,0.0210597726835284,0.942972,1.01223,1.010643,1.039967
16,7,8.0,MIL,DEN,0.0280730979756421,0.0345402587126149,1.046029,1.016851,1.017956,0.998491
18,17,-9.0,NOP,MIN,0.0208227100466635,0.0464363618485504,0.986774,0.99425,1.049302,1.026474
13,26,9.0,LAL,SAS,0.0137511796875004,0.0261337119399451,1.013651,1.040915,1.022324,1.022463
10,29,-5.0,HOU,WAS,0.0063633062928196,0.0184133026207388,0.992851,1.06718,0.983764,1.013005
24,28,10.0,POR,UTA,0.0137597696546373,0.0537611219294618,0.960516,1.037311,1.025165,0.973709
9,14,2.0,GSW,MEM,0.0711095215138326,0.0598898243501919,1.001005,0.950809,1.04365,0.994827
25,27,-18.0,SAC,TOR,0.0125988940675179,0.0402042952349722,0.998358,1.046842,0.989893,0.969089
2,19,-3.0,BOS,NYK,0.0772253049343108,0.0291673104305282,1.008049,0.944763,0.961948,0.961574
23,6,-4.0,PHX,DAL,0.0602335274538521,0.0400431558863304,1.034706,0.972419,0.973076,0.945594
12,26,30.0,LAC,SAS,0.0347824704668889,0.0261337119399451,0.978238,0.977603,1.022324,1.022463
10,5,-18.0,HOU,CLE,0.0063633062928196,0.0500866440470742,0.992851,1.06718,0.972418,0.953531
3,4,15.0,CHA,CHI,0.0246902228698749,0.0255075170500835,1.045667,1.04167,1.011078,1.014173
1,8,-8.0,BKN,DET,0.0245005373461128,0.012590743809682,1.024876,1.016646,0.949618,1.015795
20,5,12.0,OKC,CLE,0.0096898554654642,0.0500866440470742,0.936351,1.006328,0.972418,0.953531
11,16,-10.0,IND,MIL,0.0210597726835284,0.0280730979756421,1.010643,1.039967,1.046029,1.016851
17,14,11.0,MIN,MEM,0.0464363618485504,0.0598898243501919,1.049302,1.026474,1.04365,0.994827
15,21,5.0,MIA,ORL,0.0457870794643961,0.0089507342892975,0.992439,0.954699,0.942972,1.01223
9,27,12.0,GSW,TOR,0.0711095215138326,0.0402042952349722,1.001005,0.950809,0.989893,0.969089
22,7,7.0,PHI,DEN,0.035428294317116,0.0345402587126149,0.994641,0.971781,1.017956,0.998491
1,19,7.0,BKN,NYK,0.0245005373461128,0.0291673104305282,1.024876,1.016646,0.961948,0.961574
21,4,-19.0,ORL,CHI,0.0089507342892975,0.0255075170500835,0.942972,1.01223,1.011078,1.014173
18,29,-10.0,NOP,WAS,0.0208227100466635,0.0184133026207388,0.986774,0.99425,0.983764,1.013005
17,25,7.0,MIN,SAC,0.0464363618485504,0.0125988940675179,1.049302,1.026474,0.998358,1.046842
26,23,-10.0,SAS,PHX,0.0261337119399451,0.0602335274538521,1.022324,1.022463,1.034706,0.972419
28,6,8.0,UTA,DAL,0.0537611219294618,0.0400431558863304,1.025165,0.973709,0.973076,0.945594
8,10,-3.0,DET,HOU,0.012590743809682,0.0063633062928196,0.949618,1.015795,0.992851,1.06718
2,13,4.0,BOS,LAL,0.0772253049343108,0.0137511796875004,1.008049,0.944763,1.013651,1.040915
0,12,-7.0,ATL,LAC,0.0543994736103703,0.0347824704668889,1.032039,1.019011,0.978238,0.977603
24,27,-18.0,POR,TOR,0.0137597696546373,0.0402042952349722,0.960516,1.037311,0.989893,0.969089
14,11,12.0,MEM,IND,0.0598898243501919,0.0210597726835284,1.04365,0.994827,1.010643,1.039967
3,15,5.0,CHA,MIA,0.0246902228698749,0.0457870794643961,1.045667,1.04167,0.992439,0.954699
5,12,23.0,CLE,LAC,0.0500866440470742,0.0347824704668889,0.972418,0.953531,0.978238,0.977603
16,18,25.0,MIL,NOP,0.0280730979756421,0.0208227100466635,1.046029,1.016851,0.986774,0.99425
20,9,-8.0,OKC,GSW,0.0096898554654642,0.0711095215138326,0.936351,1.006328,1.001005,0.950809
26,29,-21.0,SAS,WAS,0.0261337119399451,0.0184133026207388,1.022324,1.022463,0.983764,1.013005
17,25,-7.0,MIN,SAC,0.0464363618485504,0.0125988940675179,1.049302,1.026474,0.998358,1.046842
22,21,-10.0,PHI,ORL,0.035428294317116,0.0089507342892975,0.994641,0.971781,0.942972,1.01223
6,8,6.0,DAL,DET,0.0400431558863304,0.012590743809682,0.973076,0.945594,0.949618,1.015795
23,27,8.0,PHX,TOR,0.0602335274538521,0.0402042952349722,1.034706,0.972419,0.989893,0.969089
24,0,4.0,POR,ATL,0.0137597696546373,0.0543994736103703,0.960516,1.037311,1.032039,1.019011
1,13,17.0,BKN,LAL,0.0245005373461128,0.0137511796875004,1.024876,1.016646,1.013651,1.040915
5,15,-3.0,CLE,MIA,0.0500866440470742,0.0457870794643961,0.972418,0.953531,0.992439,0.954699
19,13,-6.0,NYK,LAL,0.0291673104305282,0.0137511796875004,0.961948,0.961574,1.013651,1.040915
16,3,9.0,MIL,CHA,0.0280730979756421,0.0246902228698749,1.046029,1.016851,1.045667,1.04167
4,12,-5.0,CHI,LAC,0.0255075170500835,0.0347824704668889,1.011078,1.014173,0.978238,0.977603
7,18,9.0,DEN,NOP,0.0345402587126149,0.0208227100466635,1.017956,0.998491,0.986774,0.99425
17,9,5.0,MIN,GSW,0.0464363618485504,0.0711095215138326,1.049302,1.026474,1.001005,0.950809
26,25,-10.0,SAS,SAC,0.0261337119399451,0.0125988940675179,1.022324,1.022463,0.998358,1.046842
22,21,11.0,PHI,ORL,0.035428294317116,0.0089507342892975,0.994641,0.971781,0.942972,1.01223
14,24,-10.0,MEM,POR,0.0598898243501919,0.0137597696546373,1.04365,0.994827,0.960516,1.037311
2,1,30.0,BOS,BKN,0.0772253049343108,0.0245005373461128,1.008049,0.944763,1.024876,1.016646
10,20,6.0,HOU,OKC,0.0063633062928196,0.0096898554654642,0.992851,1.06718,0.936351,1.006328
28,27,3.0,UTA,TOR,0.0537611219294618,0.0402042952349722,1.025165,0.973709,0.989893,0.969089
23,0,-30.0,PHX,ATL,0.0602335274538521,0.0543994736103703,1.034706,0.972419,1.032039,1.019011
5,14,15.0,CLE,MEM,0.0500866440470742,0.0598898243501919,0.972418,0.953531,1.04365,0.994827
6,18,5.0,DAL,NOP,0.0400431558863304,0.0208227100466635,0.973076,0.945594,0.986774,0.99425
7,9,17.0,DEN,GSW,0.0345402587126149,0.0711095215138326,1.017956,0.998491,1.001005,0.950809
11,13,-1.0,IND,LAL,0.0210597726835284,0.0137511796875004,1.010643,1.039967,1.013651,1.040915
19,15,2.0,NYK,MIA,0.0291673104305282,0.0457870794643961,0.961948,0.961574,0.992439,0.954699
16,12,1.0,MIL,LAC,0.0280730979756421,0.0347824704668889,1.046029,1.016851,0.978238,0.977603
4,3,16.0,CHI,CHA,0.0255075170500835,0.0246902228698749,1.011078,1.014173,1.045667,1.04167
17,21,-7.0,MIN,ORL,0.0464363618485504,0.0089507342892975,1.049302,1.026474,0.942972,1.01223
8,3,6.0,DET,CHA,0.012590743809682,0.0246902228698749,0.949618,1.015795,1.045667,1.04167
26,22,-12.0,SAS,PHI,0.0261337119399451,0.035428294317116,1.022324,1.022463,0.994641,0.971781
10,27,-6.0,HOU,TOR,0.0063633062928196,0.0402042952349722,0.992851,1.06718,0.989893,0.969089
2,23,-12.0,BOS,PHX,0.0772253049343108,0.0602335274538521,1.008049,0.944763,1.034706,0.972419
29,24,-8.0,WAS,POR,0.0184133026207388,0.0137597696546373,0.983764,1.013005,0.960516,1.037311
11,25,3.0,IND,SAC,0.0210597726835284,0.0125988940675179,1.010643,1.039967,0.998358,1.046842
28,0,-7.0,UTA,ATL,0.0537611219294618,0.0543994736103703,1.025165,0.973709,1.032039,1.019011
8,23,-16.0,DET,PHX,0.012590743809682,0.0602335274538521,0.949618,1.015795,1.034706,0.972419
19,12,-6.0,NYK,LAC,0.0291673104305282,0.0347824704668889,0.961948,0.961574,0.978238,0.977603
1,29,2.0,BKN,WAS,0.0245005373461128,0.0184133026207388,1.024876,1.016646,0.983764,1.013005
4,24,8.0,CHI,POR,0.0255075170500835,0.0137597696546373,1.011078,1.014173,0.960516,1.037311
16,15,8.0,MIL,MIA,0.0280730979756421,0.0457870794643961,1.046029,1.016851,0.992439,0.954699
20,10,30.0,OKC,HOU,0.0096898554654642,0.0063633062928196,0.936351,1.006328,0.992851,1.06718
9,6,6.0,GSW,DAL,0.0711095215138326,0.0400431558863304,1.001005,0.950809,0.973076,0.945594
7,0,20.0,DEN,ATL,0.0345402587126149,0.0543994736103703,1.017956,0.998491,1.032039,1.019011
18,13,5.0,NOP,LAL,0.0208227100466635,0.0137511796875004,0.986774,0.99425,1.013651,1.040915
3,21,-6.0,CHA,ORL,0.0246902228698749,0.0089507342892975,1.045667,1.04167,0.942972,1.01223
11,5,-19.0,IND,CLE,0.0210597726835284,0.0500866440470742,1.010643,1.039967,0.972418,0.953531
14,27,-3.0,MEM,TOR,0.0598898243501919,0.0402042952349722,1.04365,0.994827,0.989893,0.969089
17,7,30.0,MIN,DEN,0.0464363618485504,0.0345402587126149,1.049302,1.026474,1.017956,0.998491
18,25,30.0,NOP,SAC,0.0208227100466635,0.0125988940675179,0.986774,0.99425,0.998358,1.046842
19,22,11.0,NYK,PHI,0.0291673104305282,0.035428294317116,0.961948,0.961574,0.994641,0.971781
10,25,-20.0,HOU,SAC,0.0063633062928196,0.0125988940675179,0.992851,1.06718,0.998358,1.046842
28,6,-13.0,UTA,DAL,0.0537611219294618,0.0400431558863304,1.025165,0.973709,0.973076,0.945594
24,16,-19.0,POR,MIL,0.0137597696546373,0.0280730979756421,0.960516,1.037311,1.046029,1.016851
8,2,-12.0,DET,BOS,0.012590743809682,0.0772253049343108,0.949618,1.015795,1.008049,0.944763
9,20,27.0,GSW,OKC,0.0711095215138326,0.0096898554654642,1.001005,0.950809,0.936351,1.006328
1,12,-8.0,BKN,LAC,0.0245005373461128,0.0347824704668889,1.024876,1.016646,0.978238,0.977603
4,26,24.0,CHI,SAS,0.0255075170500835,0.0261337119399451,1.011078,1.014173,1.022324,1.022463
29,5,-23.0,WAS,CLE,0.0184133026207388,0.0500866440470742,0.983764,1.013005,0.972418,0.953531
13,20,-3.0,LAL,OKC,0.0137511796875004,0.0096898554654642,1.013651,1.040915,0.936351,1.006328
18,0,9.0,NOP,ATL,0.0208227100466635,0.0543994736103703,0.986774,0.99425,1.032039,1.019011
21,19,-4.0,ORL,NYK,0.0089507342892975,0.0291673104305282,0.942972,1.01223,0.961948,0.961574
1,23,-4.0,BKN,PHX,0.0245005373461128,0.0602335274538521,1.024876,1.016646,1.034706,0.972419
14,4,15.0,MEM,CHI,0.0598898243501919,0.0255075170500835,1.04365,0.994827,1.011078,1.014173
7,17,30.0,DEN,MIN,0.0345402587126149,0.0464363618485504,1.017956,0.998491,1.049302,1.026474
29,3,14.0,WAS,CHA,0.0184133026207388,0.0246902228698749,0.983764,1.013005,1.045667,1.04167
12,6,-6.0,LAC,DAL,0.0347824704668889,0.0400431558863304,0.978238,0.977603,0.973076,0.945594
24,9,3.0,POR,GSW,0.0137597696546373,0.0711095215138326,0.960516,1.037311,1.001005,0.950809
5,8,28.0,CLE,DET,0.0500866440470742,0.012590743809682,0.972418,0.953531,0.949618,1.015795
28,17,-25.0,UTA,MIN,0.0537611219294618,0.0464363618485504,1.025165,0.973709,1.049302,1.026474
15,11,5.0,MIA,IND,0.0457870794643961,0.0210597726835284,0.992439,0.954699,1.010643,1.039967
2,22,7.0,BOS,PHI,0.0772253049343108,0.035428294317116,1.008049,0.944763,0.994641,0.971781
27,26,14.0,TOR,SAS,0.0402042952349722,0.0261337119399451,0.989893,0.969089,1.022324,1.022463
10,25,-2.0,HOU,SAC,0.0063633062928196,0.0125988940675179,0.992851,1.06718,0.998358,1.046842
21,7,11.0,ORL,DEN,0.0089507342892975,0.0345402587126149,0.942972,1.01223,1.017956,0.998491
1,4,11.0,BKN,CHI,0.0245005373461128,0.0255075170500835,1.024876,1.016646,1.011078,1.014173
0,23,9.0,ATL,PHX,0.0543994736103703,0.0602335274538521,1.032039,1.019011,1.034706,0.972419
13,16,-9.0,LAL,MIL,0.0137511796875004,0.0280730979756421,1.013651,1.040915,1.046029,1.016851
12,16,-13.0,LAC,MIL,0.0347824704668889,0.0280730979756421,0.978238,0.977603,1.046029,1.016851
8,26,7.0,DET,SAS,0.012590743809682,0.0261337119399451,0.949618,1.015795,1.022324,1.022463
18,5,-11.0,NOP,CLE,0.0208227100466635,0.0500866440470742,0.986774,0.99425,0.972418,0.953531
22,19,11.0,PHI,NYK,0.035428294317116,0.0291673104305282,0.994641,0.971781,0.961948,0.961574
24,20,-9.0,POR,OKC,0.0137597696546373,0.0096898554654642,0.960516,1.037311,0.936351,1.006328
25,6,-8.0,SAC,DAL,0.0125988940675179,0.0400431558863304,0.998358,1.046842,0.973076,0.945594
14,17,21.0,MEM,MIN,0.0598898243501919,0.0464363618485504,1.04365,0.994827,1.049302,1.026474
11,23,-13.0,IND,PHX,0.0210597726835284,0.0602335274538521,1.010643,1.039967,1.034706,0.972419
15,10,2.0,MIA,HOU,0.0457870794643961,0.0063633062928196,0.992439,0.954699,0.992851,1.06718
2,3,11.0,BOS,CHA,0.0772253049343108,0.0246902228698749,1.008049,0.944763,1.045667,1.04167
27,28,-6.0,TOR,UTA,0.0402042952349722,0.0537611219294618,0.989893,0.969089,1.025165,0.973709
9,13,-6.0,GSW,LAL,0.0711095215138326,0.0137511796875004,1.001005,0.950809,1.013651,1.040915
5,4,8.0,CLE,CHI,0.0500866440470742,0.0255075170500835,0.972418,0.953531,1.011078,1.014173
19,28,6.0,NYK,UTA,0.0291673104305282,0.0537611219294618,0.961948,0.961574,1.025165,0.973709
21,15,-4.0,ORL,MIA,0.0089507342892975,0.0457870794643961,0.942972,1.01223,0.992439,0.954699
0,26,19.0,ATL,SAS,0.0543994736103703,0.0261337119399451,1.032039,1.019011,1.022324,1.022463
29,11,14.0,WAS,IND,0.0184133026207388,0.0210597726835284,0.983764,1.013005,1.010643,1.039967
3,7,-14.0,CHA,DEN,0.0246902228698749,0.0345402587126149,1.045667,1.04167,1.017956,0.998491
25,6,5.0,SAC,DAL,0.0125988940675179,0.0400431558863304,0.998358,1.046842,0.973076,0.945594
1,22,-3.0,BKN,PHI,0.0245005373461128,0.035428294317116,1.024876,1.016646,0.994641,0.971781
27,8,1.0,TOR,DET,0.0402042952349722,0.012590743809682,0.989893,0.969089,0.949618,1.015795
2,14,10.0,BOS,MEM,0.0772253049343108,0.0598898243501919,1.008049,0.944763,1.04365,0.994827
